dataset_ID,file,product,N_diffs,S_diffs,N_diffs_vs_ref,S_diffs_vs_ref,N_sites,S_sites,piN,piS,mean_dN_vs_ref,mean_dS_vs_ref,mean_gdiv_polymorphic,mean_N_gdiv,mean_S_gdiv,replicate,ID_rep
Hyena1_20211028,Hyena1_20211028,ORF3a,0.00198422488650183,0,0.999007,0,628.666335666666,196.333664333334,3.15624485347648e-06,0,0.00158908938386307,0,0.00198402790200003,0.00198402790200003,*,1,Hyena1_20211028
Hyena1_20211028,Hyena1_20211028,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,1,Hyena1_20211028
Hyena1_20211028,Hyena1_20211028,ORF7a,0.00143773765171871,0,1.999281,0,274.666531666667,88.3334683333333,5.23448431446878e-06,0,0.00727893925724563,0,0.000718737379000078,0.000718737379000078,*,1,Hyena1_20211028
Hyena1_20211028,Hyena1_20211028,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena1_20211028
Hyena1_20211028,Hyena1_20211028,S,0.154140274513223,0.150086122141402,9.064436,1.077328,2928.54671366666,890.453286333337,5.26337086562069e-05,0.000168550247884893,0.0030951993894101,0.0012098647020959,0.0233871193086153,0.0153983501511999,0.0500163498333334,1,Hyena1_20211028
Hyena1_20211028,Hyena1_20211028,ORF1ab,1.63722876597935,0.608267472425124,11.51699,5.313752,16372.3962556662,4915.60374433332,9.99993367136311e-05,0.000123742169642199,0.000703439485592354,0.00108099681674416,0.0641401387936,0.0711636429493913,0.050678422495,1,Hyena1_20211028
Hyena2_20211028,Hyena2_20211028_R,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,M,0.00114145660745031,0,0.999429,0,502.000190333334,163.999809666667,2.27381708101022e-06,0,0.00199089366746329,0,0.00114134791800002,0.00114134791800002,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,N,0.251111055369412,0.00320132731177442,5.854757,0.998397,959.000729166664,297.999270833333,0.000261846573972491,1.07427353859697e-05,0.00610506000875262,0.00335033370118006,0.0363265222205714,0.0418474657936666,0.00320086078199999,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF3a,0.00182261350493393,0,0.999088,0,628.666362666666,196.333637333334,2.89917452749149e-06,0,0.0015892181597916,0,0.00182233651200003,0.00182233651200003,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF7a,0.00166888425478521,0,1.999165,0,274.666666666667,88.3333333333333,6.07603490819857e-06,0,0.00727851334951456,0,0.000834302774999962,0.00166860554999992,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,S,0.0147775987689447,0.00079179079833491,9.992605,0.999604,2928.49752383333,890.50247616667,5.04613667885271e-06,8.89150585794346e-07,0.00341219513374215,0.00112251681129847,0.00141497858090922,0.00164145311355569,0.0007916863680002,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028_R,ORF1ab,0.956450705757961,0.382327880966613,12.647118,7.23548,16373.2226113328,4914.77738866665,5.84155439929062e-05,7.77914950630829e-05,0.000772426925365701,0.00147218875399826,0.0557406717653333,0.0597520762885,0.0545347002502857,2,Hyena2_20211028_R
Hyena2_20211028,Hyena2_20211028,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,M,0.00948544240401946,0,0.995235,0,502.001588333334,163.998411666667,1.88952438089121e-05,0,0.00198253356788018,0,0.00948458954999998,0.00948458954999998,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,N,0.254416167469064,0.00318736804159869,5.852637,0.998404,959.000812166664,297.999187833333,0.00026529296351091,1.06958950619065e-05,0.00610284884616226,0.00335035812432614,0.0367968264282857,0.042398479905,0.00318690556800005,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF3a,0.00365780309859611,0,0.998168,0,628.666056,196.333944,5.81835628579907e-06,0,0.00158775551896506,0,0.00365728755200001,0.00365728755200001,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF7a,0.00241843181611751,0,1.99879,0,274.666586666667,88.3334133333333,8.8049727688665e-06,0,0.00727715017781073,0,0.00120900149999992,0.00120900149999992,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,S,0.0422136756145508,0.00127934454562207,9.978852,0.99936,2928.49617583333,890.50382416667,1.44147962230269e-05,1.43665250041938e-06,0.00340750043737395,0.00112224110989663,0.00395219199672728,0.00421949311640002,0.00127918079999989,1,Hyena2_20211028
Hyena2_20211028,Hyena2_20211028,ORF1ab,0.895405549749281,0.336708893069579,12.597533,6.194835,16373.2091456662,4914.79085433332,5.46872358242786e-05,6.85093024401447e-05,0.000769399137818651,0.00126044732799527,0.0559652390545454,0.0639304736107143,0.0560347714416666,1,Hyena2_20211028
Hyena2_20211102,Hyena2_20211102_R,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,M,0.00216185348919453,0,0.998918,0,502.000360666667,163.999639333333,4.30647796014239e-06,0,0.00198987506437927,0,0.0021616585519999,0.0021616585519999,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,N,0.207018602941316,0.0021340443117731,5.884011,0.998932,959.001056166664,297.998943833333,0.000215869004116444,7.1612479035048e-06,0.00613556258584289,0.0033521326859423,0.0298758500734287,0.0344995386270001,0.00213371875200008,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF3a,0.00122143980889441,0,0.999389,0,628.666463,196.333537,1.94290594581058e-06,0,0.00158969669740439,0,0.00122125335800005,0.00122125335800005,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF7a,0.00386060042910397,0,1.998068,0,274.666445,88.333555,1.40555954299549e-05,0,0.00727452528830014,0,0.00192995248600003,0.00192995248600003,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,S,0.0255272805470589,0.00419176683562026,9.987218,0.9979,2928.49640016666,890.503599833337,8.71685570301747e-06,4.70718685068176e-06,0.00341035693246255,0.00112060187088156,0.00270073715418182,0.0025516928696,0.00419118000000007,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102_R,ORF1ab,0.103481566686688,0.018291206847717,13.007841,6.990833,16373.6593226662,4914.34067733332,6.32000242874466e-06,3.72200627687098e-06,0.000794437012744803,0.00142253731660163,0.00579701371219048,0.00795773978938463,0.00365733413879998,2,Hyena2_20211102_R
Hyena2_20211102,Hyena2_20211102,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,M,0.00178656129917694,0,0.999106,0,502.000298,163.999702,3.55888493750842e-06,0,0.0019902498145529,0,0.00178640152800003,0.00178640152800003,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,N,0.251213754699346,0.00538030599234296,5.854133,0.997303,958.999748999997,298.000251,0.000261953931647323,1.80547028879615e-05,0.00610441557060305,0.00334665154359216,0.0366524174011428,0.0418645782376666,0.00537945238199988,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF3a,0.00375152627105726,0,0.998121,0,628.666040333333,196.333959666667,5.96743903817059e-06,0,0.00158768079705844,0,0.00375093871799992,0.00375093871799992,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF7a,0.00340175477517191,0,1.998298,0,274.666365333333,88.3336346666667,1.23850431087314e-05,0,0.00727536477782738,0,0.00170054598000013,0.00170054598000013,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,S,0.0278367472831592,0.00152502971082452,9.98605,0.999237,2928.49950883333,890.50049116667,9.50546421441914e-06,1.71255347521093e-06,0.00340995447323066,0.00112210718569158,0.00266853062636363,0.00309211124755553,0.00152483566200012,1,Hyena2_20211102
Hyena2_20211102,Hyena2_20211102,ORF1ab,0.214334809482901,0.0133111513273915,13.049574,6.993335,16373.6544686662,4914.34553133332,1.30902242925101e-05,2.70863154463216e-06,0.000796986037843453,0.00142304503324222,0.0103423263379091,0.0142823575093333,0.00265916335880001,1,Hyena2_20211102
Hyena2_20211104,Hyena2_20211104_R,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,M,0.000671849510567879,0,0.999664,0,502.000112,163.999888,1.33834533998646e-06,0,0.00199136210551284,0,0.00067177420800002,0.00067177420800002,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,N,0.159127503421517,0.00170475240012225,5.913599,0.999147,959.000732833331,297.999267166667,0.000165930533703954,5.72065970608179e-06,0.00616641760275667,0.0033528505271162,0.02297392004,0.0265188159163333,0.00170454478200011,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF3a,0.00540210344113344,0,0.997292,0,628.665764,196.334236,8.59296585002749e-06,0,0.00158636282919965,0,0.00540133347199978,0.00540133347199978,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF7a,0.00356000099479169,0,1.998218,0,274.666168,88.333832,1.2961192201843e-05,0,0.00727507874213325,0,0.00177968018800012,0.00177968018800012,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,S,0.0962766495923031,0.000882000442168777,9.015378,0.999559,2928.51694849999,890.483051500004,3.2875565101857e-05,9.90474148478247e-07,0.0030784790248927,0.00112249076309342,0.0088256669147273,0.00962007250240002,0.000881611038000107,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104_R,ORF1ab,0.197146481990516,0.0956874350388066,13.040795,5.034464,16373.6518423328,4914.34815766665,1.20404711110816e-05,1.94710329770855e-05,0.00079644999939989,0.00102444186664837,0.0139366215715238,0.014071275477,0.0239177990810001,2,Hyena2_20211104_R
Hyena2_20211104,Hyena2_20211104,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,M,0.0122158942855695,0,0.993855,0,502.002048333334,163.997951666667,2.43343514755103e-05,0,0.00197978275845614,0,0.0122144779500002,0.0122144779500002,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,N,0.231628569528806,0.000275999938996222,5.869305,0.999862,958.997146833331,298.002853166667,0.000241532073680988,9.26165424469482e-07,0.00612025282805149,0.00335520948667159,0.033125796258,0.038600768649,0.000275961911999856,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF3a,0.00194238001978917,0,0.999028,0,628.666342666667,196.333657333334,3.08968349021202e-06,0,0.00158912277021598,0,0.0019421104320001,0.0019421104320001,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF7a,0.00242101073120181,0,1.998789,0,274.666443333333,88.3335566666667,8.81436662528044e-06,0,0.00727715033457612,0,0.00121025841900002,0.00121025841900002,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,S,0.0273083480438692,0.00209054043319106,8.986314,0.998954,2928.49676783333,890.50323216667,9.32503950280044e-06,2.3475944361309e-06,0.00306857569340894,0.00112178593397068,0.00293904630439996,0.00341258140949996,0.00208981176799994,1,Hyena2_20211104
Hyena2_20211104,Hyena2_20211104,ORF1ab,0.0654407637955353,0.0994659338514393,12.967067,5.02366,16373.6536946662,4914.34630533332,3.996711119941e-06,2.02399114086635e-05,0.000791947065805118,0.00102224379151873,0.00867659290642102,0.00503134127707693,0.0165746381033332,1,Hyena2_20211104
Hyena2_20211110,Hyena2_20211110_R,E,0.287133459920655,0,0.155717,0,164.194737,60.805263,0.00174873729308787,0,0.000948367790862871,0,0.143512399443,0.143512399443,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,M,0.182321660082355,0,1.101441,0,502,164,0.000363190557932978,0,0.00219410557768924,0,0.091150723519,0.182301447038,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,N,0.464327487282509,0.324206291398263,5.908987,1.201801,959.042555779997,297.95744422,0.000484157334295627,0.00108809596030392,0.00616133972823987,0.00403346525926245,0.0876055476848889,0.0663237451562857,0.162091856535,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF3a,0.27198595130212,0,1.144598,0,628.569295,196.430705,0.000432706391269271,0,0.00182095754454567,0,0.0906315320200001,0.0906315320200001,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF7a,0.000575999867357423,0,1.999712,0,274.666570666667,88.3334293333333,2.09708762868144e-06,0,0.0072805073990123,0,0.000287917055999953,0.000575834111999907,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF8,0,0.117531772110414,0,0.062693,280.5,82.5,0,0.00142462754073229,0,0.000759915151515152,0.117525175502,*,0.117525175502,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,S,1.15069429479747,0,7.937581,1,2927.49975649999,891.500243500004,0.000393063839627163,0,0.00271138570801791,0.00112170468521021,0.104596932992545,0.127840695879778,*,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110_R,ORF1ab,6.93315583354943,1.03204380737203,16.4031415020993,5.611003,16372.7436367328,4915.0081465897,0.0004234571790396,0.000209978046137749,0.00100185661401906,0.00114160604268646,0.165890970741292,0.192526235614444,0.114646901495778,2,Hyena2_20211110_R
Hyena2_20211110,Hyena2_20211110,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,M,0.00143722452513638,0,0.999281,0,502.000239666667,163.999760333333,2.86299569516284e-06,0,0.00199059865123477,0,0.00143696607800003,0.00143696607800003,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,N,0.310207717551977,0.000853696150900181,6.137803,0.999573,958.962914666664,298.037085333333,0.000323482496358897,2.864395717551e-06,0.00640045918995053,0.00335385443352477,0.034560333263111,0.0387736705032499,0.000853635341999892,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF3a,0.00132733851314741,0,0.999336,0,628.666445333333,196.333554666667,2.111355748347e-06,0,0.0015896124366398,0,0.00132711820799991,0.00132711820799991,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF6,0.220117913201635,0,0.125872,0,146.083914666667,36.9160853333333,0.0015067908996271,0,0.000861641750819821,0,0.220056479232,0.220056479232,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF7a,0.0011255772000979,0,1.999437,0,274.666479,88.333521,4.09797804302831e-06,0,0.00727950861451863,0,0.000562683030999933,0.00112536606199987,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,S,0.410340249966932,0,9.268966,1,2928.63449183333,890.36550816667,0.000140113165747105,0,0.00316494462721349,0.00112313425309913,0.037287432376,0.0683602926893334,*,1,Hyena2_20211110
Hyena2_20211110,Hyena2_20211110,ORF1ab,2.20199868323485,0.899756359982809,13.316663646903,4.73617359879359,16369.9707968328,4914.71622816665,0.0001345145150571,0.000183073918861527,0.000813481209720879,0.000963671833513027,0.0968973444231875,0.104814339894095,0.149935647294333,1,Hyena2_20211110
Hyena4_20211122,Hyena4_20211122_R,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,M,0,0,0,0,502.333333333334,163.666666666667,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,N,0.246198722512827,0.000601841476478799,3.85695,0.999699,959.666640499997,297.3333595,0.000256546088113008,2.02413034814144e-06,0.00401905186366641,0.00336221607182291,0.0493542143764,0.061542313271,0.000601818797999698,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF3a,0,0,0,0,628.333333333333,196.666666666667,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF7a,0.417444205102764,0,2.293803,0,274.568323666667,88.4316763333333,0.00152036549419864,0,0.00835421569891194,0,0.139091421196667,0.139091421196667,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,S,0.0109835564169684,0,4.994496,0,2927.16397083333,891.83602916667,3.75228601008011e-06,0,0.00170625767800023,0,0.0021964291288,0.00366071521466667,*,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122_R,ORF1ab,0.889359390315762,0.0615329540093911,8.454629,3.030587,16373.0853369995,4914.91466299999,5.43183750655724e-05,1.25196383311836e-05,0.000516373598865599,0.000616610299017924,0.0633637280773334,0.0888928277714001,0.020509214482,2,Hyena4_20211122_R
Hyena4_20211122,Hyena4_20211122,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,M,0,0,1,0,502,164,0,0,0.00199203187250996,0,0,*,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,N,0.60189930305717,0.273385808881396,5.120372,1.161253,959.155624333331,297.844375666667,0.00062753039005065,0.000917881387786745,0.00533841628000561,0.00389885824568875,0.0972407671504444,0.0859786566931429,0.136658153751,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF3a,0.00204033176732976,0,0.998979,0,628.666326333333,196.333673666667,3.2454923730843e-06,0,0.00158904486872471,0,0.00203991511800017,0.00203991511800017,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF7a,0.00124574413046327,0,1.999377,0,274.666605,88.333395,4.53547722142364e-06,0,0.00727928682848066,0,0.000622773930999965,0.000622773930999965,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,S,0.854294589527672,0.0795057810138357,7.206228,0.041439,2928.30874116666,890.691258833337,0.000291736515865918,8.92630080573324e-05,0.00246088395622143,4.65245387658553e-05,0.103742268719778,0.12203382856,0.0794436185580001,1,Hyena4_20211122
Hyena4_20211122,Hyena4_20211122,ORF1ab,1.25526303023119,0,5.595936,1,16371.7908556662,4915.72202833332,7.66723103964375e-05,0,0.000341803535687318,0.000203428915271487,0.1254869561712,0.156858695214,*,1,Hyena4_20211122
Lion1_20211014,Lion1_20211014_R,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,M,0.0231295827648696,0,0.988299,0,502.003900333334,163.996099666667,4.60745080855177e-05,0,0.00196870781152051,0,0.023128173198,0.023128173198,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,N,0.225624987428405,0.000643896452775871,4.871077,0.999678,959.000149499998,297.9998505,0.00023527106595973,2.16072743558598e-06,0.00507932871808172,0.00335462584401531,0.037708183403,0.0451210615572,0.000643792631999762,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF10,0,0,0,0,87.6666666666667,26.3333333333333,0,0,0,0,*,*,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF3a,0.455718288507245,0,1.651084,0,628.883694666667,196.116305333334,0.000724646373203862,0,0.002625420270874,0,0.22784308844,0.22784308844,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF6,0,0,0,0,146,37,0,0,0,0,*,*,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF7a,0.00701371851804831,0,1.996484,0,274.666520666667,88.3334793333333,2.55353965274862e-05,0,0.00726875629091657,0,0.00350633407199985,0.00350633407199985,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF8,0,0,0,0,280.5,82.5,0,0,0,0,*,*,*,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,S,0.0196121568780054,0.00114941220425639,8.990179,0.999425,2928.16433149999,890.835668500004,6.69776510390003e-06,1.29026289011505e-06,0.00307024401031299,0.00112189603014307,0.00207570121200003,0.00217863037444448,0.0011493387499999,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014_R,ORF1ab,0.0878589961236201,0.0879566852908852,11.019358,7.019622,16372.9986086662,4915.00139133332,5.36609073411371e-06,1.78955565396137e-05,0.000673020151248745,0.00142820346142277,0.00878855655279999,0.00731979533900003,0.0109916983734999,2,Lion1_20211014_R
Lion1_20211014,Lion1_20211014,E,0,0,0,0,164.166666666667,60.8333333333334,0,0,0,0,*,*,*,1,Lion1_20211014
Lion1_20211014,Lion1_20211014,M,0.000891658932638047,0,0.999554,0,502.000148666667,163.999851333333,1.77621248720011e-06,0,0.00199114283662038,0,0.000891602168000105,0.000891602168000105,*,1,Lion1_20211014
